,MAL_ID,Name,Score,Genres,Type,Episodes,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Dropped,Season,Year,DropRatio(%),RunLength
13369,36027,Ousama Game The Animation,5.0,"['Mystery', 'Dementia', 'Horror', 'Supernatural', 'Drama', 'School']",TV,12.0,Fall 2017,"['AT-X', 'Warner Music Japan', 'Amuse', 'Hakuhodo DY Music & Pictures', 'Futabasha', 'Kakao Japan', 'Spacey Music Entertainment', 'A-Craft', 'Tohan Corporation']",['Funimation'],['Seven'],Novel,23.0,R,10584.0,846,176008,25597,Fall,2017.0,14.54308895050225,One Season
13370,36028,Golden Kamuy,7.83,"['Action', 'Adventure', 'Historical', 'Seinen']",TV,12.0,Spring 2018,"['Magic Capsule', 'NBCUniversal Entertainment Japan', 'Tokyo MX', 'Good Smile Company', 'Sammy', 'Shueisha', 'JR East Marketing & Communications', 'Twin Engine']",['Funimation'],['Geno Studio'],Manga,23.0,R,777.0,672,220135,7493,Spring,2018.0,3.403820382946828,One Season
13371,36029,Hakyuu Houshin Engi,5.41,"['Adventure', 'Demons', 'Fantasy', 'Shounen', 'Supernatural']",TV,23.0,Winter 2018,"['NBCUniversal Entertainment Japan', 'i0+']",['Funimation'],['C-Station'],Manga,23.0,PG13,9885.0,3865,17629,4382,Winter,2018.0,24.856770094730273,Two Season
13376,36037,Senran Kagura Shinovi Master: Tokyo Youma-hen,6.3,"['Action', 'Comedy', 'Ecchi', 'School']",TV,12.0,Fall 2018,"['Sotsu', 'Lantis', 'AT-X', 'Crunchyroll SC Anime Fund']",['Funimation'],['TNK'],Game,23.0,R+,6902.0,2958,30265,1632,Fall,2018.0,5.392367421113498,One Season
13418,36094,Hakumei to Mikochi,7.65,"['Fantasy', 'Seinen', 'Slice of Life']",TV,12.0,Winter 2018,"['Lantis', 'AT-X', 'Sony Music Communications', 'Kadokawa Media House', 'Kadokawa']",['Sentai Filmworks'],['Lerche'],Manga,23.0,PG13,1149.0,2317,47637,3773,Winter,2018.0,7.920314041606315,One Season
13443,36124,Itou Junji: Collection,6.17,"['Mystery', 'Comedy', 'Horror', 'Demons', 'Psychological', 'Supernatural', 'Drama', 'Thriller', 'School']",TV,12.0,Winter 2018,"['Nippon Columbia', 'Asahi Shimbun', 'Yomiuri TV Enterprise', 'Pony Canyon Enterprise', 'Smiral Animation', 'Crunchyroll SC Anime Fund', 'Muse Communication']",['Funimation'],['Studio Deen'],Manga,24.0,R,7495.0,1458,95082,11383,Winter,2018.0,11.971771733871817,One Season
13453,36144,Garo: Vanishing Line,7.17,"['Action', 'Demons', 'Supernatural', 'Fantasy']",TV,24.0,Fall 2017,['Tohokushinsha Film Corporation'],['Funimation'],['MAPPA'],Original,24.0,R,2907.0,2034,59132,5839,Fall,2017.0,9.874518027463978,Two Season
13469,36167,Yuhuwa Chingudeul,,['Kids'],TV,26.0,,,,,Original,23.0,PG,13012.0,17194,65,15,,,23.076923076923077,Two Season
13490,36220,Itsudatte Bokura no Koi wa 10 cm Datta.,7.52,"['Comedy', 'Drama', 'Romance', 'School']",TV,6.0,Fall 2017,"['Aniplex', 'Movic', 'Magic Capsule', 'Lawson', ""Music Ray'n"", 'Kadokawa', 'INCS toenter', 'Yoshimoto Creative Agency']",['Aniplex of America'],['Lay-duce'],Music,23.0,PG13,1519.0,1051,142253,2576,Fall,2017.0,1.8108581189851882,One Season
13505,36245,Evil or Live,5.83,"['Psychological', 'School']",TV,12.0,Fall 2017,['Emon'],,['Haoliners Animation League'],Web manga,23.0,R,8751.0,1964,62247,8304,Fall,2017.0,13.340401947081787,One Season
13518,36266,Mahou Shoujo Site,6.48,"['Drama', 'Horror', 'Psychological', 'Supernatural']",TV,12.0,Spring 2018,['Sotsu'],,['production doA'],Manga,24.0,R,5995.0,975,152026,13031,Spring,2018.0,8.571560127872864,One Season
13540,36296,Hinamatsuri,8.21,"['Comedy', 'Sci-Fi', 'Seinen', 'Slice of Life', 'Supernatural']",TV,12.0,Spring 2018,"['Media Factory', 'Magic Capsule', 'Nippon Columbia', 'Kadokawa Media House', 'Akatsuki']",['Funimation'],['feel.'],Manga,23.0,PG13,298.0,391,347326,7827,Spring,2018.0,2.2535024731808155,One Season
13549,36309,Butlers: Chitose Momotose Monogatari,5.64,"['Comedy', 'School', 'Supernatural']",TV,12.0,Spring 2018,"['Lantis', 'Kadokawa Shoten']",,['SILVER LINK.'],Original,23.0,PG13,9319.0,3586,20756,2893,Spring,2018.0,13.938138369628058,One Season
13556,36316,Shichisei no Subaru,6.13,"['Action', 'Fantasy', 'Game', 'Sci-Fi']",TV,12.0,Summer 2018,"['TBS', 'Supa Love']",['Sentai Filmworks'],['Lerche'],Light novel,24.0,PG13,7634.0,1428,97150,10763,Summer,2018.0,11.07874420998456,One Season
13622,36407,Kenja no Mago,6.54,"['Action', 'Comedy', 'Magic', 'Romance', 'Fantasy']",TV,12.0,Spring 2019,"['Sotsu', 'Docomo Anime Store', 'ABC Animation', 'Kadokawa']",['Funimation'],['SILVER LINK.'],Light novel,23.0,PG13,5705.0,415,331554,20517,Spring,2019.0,6.188132249950234,One Season
13631,36427,Zhandou Wang Zhi Jufeng Zhan Hun 3,,"['Action', 'Kids', 'Shounen']",TV,40.0,Fall 2015,['Alpha Group Co. Ltd.'],,,Original,23.0,PG,13112.0,12959,359,50,Fall,2015.0,13.92757660167131,Three Season
13635,36432,Toaru Majutsu no Index III,6.76,"['Action', 'Sci-Fi', 'Super Power', 'Magic']",TV,26.0,Fall 2018,"['Square Enix', 'Movic', 'AT-X', 'Warner Bros. Japan', 'NBCUniversal Entertainment Japan', 'Kadokawa']",['Funimation'],['J.C.Staff'],Light novel,23.0,PG13,4619.0,857,174394,7724,Fall,2018.0,4.42905145819237,Two Season
13644,36456,Boku no Hero Academia 3rd Season,8.25,"['Action', 'Comedy', 'Super Power', 'School', 'Shounen']",TV,25.0,Spring 2018,"['Dentsu', 'Yomiuri Telecasting', 'Movic', 'Sony Music Entertainment', 'TOHO animation', 'Shueisha']",['Funimation'],['Bones'],Manga,23.0,PG13,261.0,31,1333355,11218,Spring,2018.0,0.8413363282846654,Two Season
13650,36470,Tada-kun wa Koi wo Shinai,7.55,"['Comedy', 'Romance', 'Slice of Life']",TV,13.0,Spring 2018,"['Media Factory', 'AT-X', 'Docomo Anime Store', 'BS11']",['Sentai Filmworks'],['Doga Kobo'],Original,23.0,PG13,1415.0,802,185649,8211,Spring,2018.0,4.422862498586041,One Season
13652,36474,Sword Art Online: Alicization,7.57,"['Action', 'Game', 'Adventure', 'Romance', 'Fantasy']",TV,24.0,Fall 2018,"['Aniplex', 'Genco', 'Bandai Namco Entertainment', 'Egg Firm', 'Straight Edge', 'Kadokawa']",['Aniplex of America'],['A-1 Pictures'],Light novel,24.0,R,1375.0,148,651688,20379,Fall,2018.0,3.127109905353482,Two Season
13653,36475,Sword Art Online Alternative: Gun Gale Online,7.07,"['Action', 'Fantasy', 'Game', 'Military', 'Sci-Fi']",TV,12.0,Spring 2018,"['Aniplex', 'Egg Firm']",['Aniplex of America'],['Studio 3Hz'],Light novel,23.0,PG13,3366.0,316,421918,23417,Spring,2018.0,5.550130594096483,One Season
13655,36483,B-Project: Zecchou*Emotion,6.71,"['Music', 'Shoujo']",TV,12.0,Winter 2019,"['AT-X', 'Dwango', 'MAGES.', 'Asahi Broadcasting', 'Tochigi TV']",,['Bandai Namco Pictures'],Music,24.0,PG13,4848.0,4751,10903,512,Winter,2019.0,4.695955241676603,One Season
13669,36510,Ulysses: Jehanne Darc to Renkin no Kishi,5.35,"['Action', 'Fantasy']",TV,12.0,Fall 2018,"['Lantis', 'Studio Mausu', 'Shueisha', 'Yomiuri TV Enterprise', 'Emon', 'DMM pictures', 'Crunchyroll SC Anime Fund', 'Bandai Namco Arts']",['Funimation'],['AXsiZ'],Light novel,23.0,PG13,10030.0,1755,74217,12906,Fall,2018.0,17.389546869315655,One Season
13670,36511,Tokyo Ghoul:re,6.53,"['Action', 'Psychological', 'Supernatural', 'Mystery', 'Drama', 'Horror', 'Seinen']",TV,12.0,Spring 2018,"['Marvelous', 'TC Entertainment']",['Funimation'],"['Studio Pierrot', 'Pierrot Plus']",Manga,24.0,R,5755.0,132,698167,36291,Spring,2018.0,5.198040010484598,One Season
13671,36513,Rokuhoudou Yotsuiro Biyori,7.61,"['Slice of Life', 'Seinen']",TV,12.0,Spring 2018,,,['Zexcs'],Manga,23.0,PG13,1237.0,3423,22827,1374,Spring,2018.0,6.019187803916415,One Season
13673,36516,Beatless,6.2,"['Action', 'Drama', 'Romance', 'Sci-Fi']",TV,20.0,Winter 2018,"['Kadokawa Shoten', 'Mainichi Broadcasting System', 'Sony Music Entertainment', 'Good Smile Company', 'Animatic']",,['Diomedéa'],Light novel,24.0,PG13,7318.0,1088,136059,23988,Winter,2018.0,17.63058673075651,Two Season
13677,36522,Ling Qi 2,7.49,"['Action', 'Comedy', 'Magic', 'Shounen Ai', 'Supernatural']",TV,12.0,Winter 2018,['Tencent Animation & Comics'],,['Haoliners Animation League'],Web manga,24.0,PG13,1621.0,3039,28932,840,Winter,2018.0,2.903359601824969,One Season
13679,36525,Dorei-ku The Animation,5.98,"['Drama', 'Psychological']",TV,12.0,Spring 2018,"['Hakuhodo DY Music & Pictures', 'Futabasha', 'Hakuhodo', 'Kakao Japan', 'Spacey Music Entertainment', 'A-Craft', 'Tohan Corporation']",['Sentai Filmworks'],"['TNK', 'Zero-G']",Manga,24.0,R,8289.0,2241,50882,6357,Spring,2018.0,12.493612672457843,One Season
13683,36531,Shinkansen Henkei Robo Shinkalion The Animation,6.78,"['Action', 'Sci-Fi', 'Kids', 'Mecha']",TV,76.0,Winter 2018,['TBS'],,['OLM'],Other,24.0,PG,4546.0,8246,2533,353,Winter,2018.0,13.936044216344257,Four or more Season
13684,36536,Starmyu 3rd Season,6.89,"['Music', 'Slice of Life', 'School']",TV,12.0,Summer 2019,['NBCUniversal Entertainment Japan'],,['C-Station'],Original,23.0,PG13,4066.0,5494,7559,314,Summer,2019.0,4.153988622833708,One Season
13692,36548,Kokkoku,7.04,"['Psychological', 'Supernatural', 'Drama', 'Mystery', 'Seinen']",TV,12.0,Winter 2018,['Twin Engine'],['Sentai Filmworks'],['Geno Studio'],Manga,23.0,R,3514.0,1047,142143,10315,Winter,2018.0,7.256776626355149,One Season
13696,36552,Pikachin-Kit,,"['Sci-Fi', 'Comedy', 'Kids']",TV,115.0,Winter 2018,['Bandai'],,"['OLM', 'Shin-Ei Animation']",Original,24.0,PG,11518.0,13383,309,70,Winter,2018.0,22.653721682847898,Four or more Season
13702,36563,Megalo Box,7.92,"['Action', 'Sci-Fi', 'Slice of Life', 'Sports', 'Drama']",TV,13.0,Spring 2018,"['TBS', 'Kodansha', 'Bandai Namco Arts', 'TMS Music']",['VIZ Media'],['TMS Entertainment'],Original,24.0,R,655.0,395,340142,9245,Spring,2018.0,2.7179824896660807,One Season
13704,36565,Major 2nd (TV),7.49,"['Comedy', 'Drama', 'Shounen', 'Sports']",TV,25.0,Spring 2018,"['NHK', 'Shogakukan', 'NHK Enterprises']",,['OLM'],Manga,24.0,PG13,1622.0,3292,24861,1056,Spring,2018.0,4.247616749125135,Two Season
13722,36587,Granblue Fantasy The Animation Season 2,6.78,"['Adventure', 'Fantasy']",TV,12.0,Fall 2019,"['Aniplex', 'Cygames', 'dugout']",['Aniplex of America'],['MAPPA'],Game,23.0,PG13,4524.0,2345,46692,1790,Fall,2019.0,3.8336331705645508,One Season
13726,36593,Hug tto! Precure,7.72,"['Action', 'Magic', 'Fantasy', 'Shoujo']",TV,49.0,Winter 2018,"['Asahi Broadcasting', 'ABC Animation', 'Echoes']",,['Toei Animation'],Original,24.0,G,974.0,4704,11216,718,Winter,2018.0,6.401569186875891,Four or more Season
13742,36611,Bary-san no Shokoku Manyuuki,,['Comedy'],TV,47.0,Winter 2016,['Tokyo MX'],,['Kachidoki Studio'],Original,30.0,G,13410.0,15570,161,44,Winter,2016.0,27.32919254658385,Four or more Season
13757,36632,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,4.91,"['Comedy', 'Ecchi', 'Romance']",TV,10.0,Fall 2018,['MAGES.'],,"['NAZ', 'Magia Doraglier']",Light novel,23.0,PG13,10683.0,1495,92295,13511,Fall,2018.0,14.638929519475594,One Season
13758,36633,Date A Live III,7.13,"['Sci-Fi', 'Harem', 'Comedy', 'Romance', 'Mecha', 'School']",TV,12.0,Winter 2019,"['Nippon Columbia', 'Kadokawa']",['Funimation'],['J.C.Staff'],Light novel,24.0,R,3087.0,658,223731,6129,Winter,2019.0,2.7394505008246512,One Season
13769,36649,Banana Fish,8.45,"['Action', 'Adventure', 'Drama', 'Shoujo']",TV,24.0,Summer 2018,"['Aniplex', 'Dentsu', 'Movic', 'Fuji TV', 'Shogakukan']",,['MAPPA'],Manga,22.0,R,121.0,323,415468,18821,Summer,2018.0,4.53007211145022,Two Season
13770,36652,Piano no Mori (TV),7.33,"['Adventure', 'Music', 'Comedy', 'Drama', 'School', 'Seinen']",TV,12.0,Spring 2018,['NHK'],,['Gaina'],Manga,25.0,PG13,2188.0,1622,82718,5038,Spring,2018.0,6.090572789477502,One Season
13771,36653,Tsurune: Kazemai Koukou Kyuudoubu,7.58,"['Sports', 'Drama', 'School']",TV,13.0,Fall 2018,"['Lantis', 'Pony Canyon', 'Rakuonsha', 'Bandai Namco Arts']","['Sentai Filmworks', 'Ponycan USA']",['Kyoto Animation'],Light novel,24.0,PG13,1348.0,1566,87195,3697,Fall,2018.0,4.239922013876943,One Season
13772,36654,Tsukumogami Kashimasu,6.71,"['Slice of Life', 'Comedy', 'Historical', 'Demons', 'Supernatural']",TV,12.0,Summer 2018,"['TMS Entertainment', 'Sony Music Communications', 'Being', 'Universal Music Japan', 'Kadokawa', 'NHK Enterprises']",,['Telecom Animation Film'],Novel,25.0,PG13,4841.0,4317,13797,1685,Summer,2018.0,12.21279988403276,One Season
13779,36666,An Ling Yu Shi Di Qi,6.03,"['Sci-Fi', 'Adventure', 'Kids']",TV,13.0,Spring 2017,,,,Original,22.0,G,8091.0,11570,624,51,Spring,2017.0,8.173076923076923,One Season
13805,36704,Free!: Dive to the Future,7.59,"['Comedy', 'Drama', 'School', 'Slice of Life', 'Sports']",TV,12.0,Summer 2018,['Heart Company'],['Funimation'],"['Kyoto Animation', 'Animation Do']",Original,23.0,PG13,1312.0,1275,113969,3096,Summer,2018.0,2.7165281787152646,One Season
13818,36726,Yuragi-sou no Yuuna-san,7.06,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Shounen', 'Supernatural']",TV,12.0,Summer 2018,"['Aniplex', 'Shueisha', 'BS11']",['Aniplex of America'],['Xebec'],Manga,23.0,R+,3428.0,798,186687,8773,Summer,2018.0,4.699309539496591,One Season
13826,36735,Capsule Samurai,,"['Comedy', 'Music', 'Samurai']",TV,40.0,,['NHK'],,,Original,40.0,G,13533.0,16217,128,32,,,25.0,Three Season
13827,36736,Shikato,,"['Comedy', 'Kids']",TV,135.0,,['Fuji TV'],,,Original,30.0,G,11953.0,16724,104,30,,,28.846153846153843,Four or more Season
13829,36740,Dragon Egg,,"['Action', 'Sci-Fi', 'Kids']",TV,52.0,Fall 2017,,,,Original,24.0,G,13875.0,14432,229,53,Fall,2017.0,23.144104803493452,Four or more Season
13841,36754,Kakuriyo no Yadomeshi,7.5,"['Demons', 'Drama', 'Romance', 'Supernatural']",TV,26.0,Spring 2018,"['flying DOG', 'Kadokawa']",['Funimation'],['Gonzo'],Novel,23.0,PG13,1588.0,1383,101513,6839,Spring,2018.0,6.7370681587579915,Two Season
13868,36793,3D Kanojo: Real Girl,6.78,"['Romance', 'School', 'Shoujo']",TV,12.0,Spring 2018,"['Nippon Television Network', 'DeNA']",['Sentai Filmworks'],['Hoods Entertainment'],Manga,22.0,PG13,4511.0,695,210853,16444,Spring,2018.0,7.798798214870076,One Season
13873,36800,Amanchu! Advance,7.13,"['Slice of Life', 'Comedy', 'School', 'Shounen']",TV,12.0,Spring 2018,"['Production I.G', 'Frontier Works', 'Shochiku', 'AT-X', 'flying DOG', 'Tokyo MX', 'Mag Garden']",,['J.C.Staff'],Manga,23.0,PG13,3059.0,3147,27169,1265,Spring,2018.0,4.656041812359675,One Season
13886,36817,Sunohara-sou no Kanrinin-san,6.86,"['Comedy', 'Slice of Life']",TV,12.0,Summer 2018,"['Sotsu', 'flying DOG', 'Ichijinsha']",,['SILVER LINK.'],4-koma manga,23.0,PG13,4208.0,1439,96351,5770,Summer,2018.0,5.988521136262208,One Season
13896,36828,Caligula (TV),6.03,"['Action', 'Sci-Fi']",TV,12.0,Spring 2018,"['Pony Canyon', 'FuRyu']","['Discotek Media', 'Ponycan USA']",['Satelight'],Game,23.0,PG13,8093.0,1892,65279,11216,Spring,2018.0,17.18163574809663,One Season
13901,36838,Gintama.: Shirogane no Tamashii-hen,8.81,"['Action', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Sci-Fi', 'Shounen']",TV,12.0,Winter 2018,"['TV Tokyo', 'Aniplex', 'Dentsu', 'Shueisha']",,['Bandai Namco Pictures'],Manga,24.0,PG13,25.0,1160,126835,1260,Winter,2018.0,0.9934166436709111,One Season
13921,36873,Back Street Girls: Gokudolls,6.93,"['Comedy', 'Ecchi', 'Seinen']",TV,10.0,Summer 2018,['Kodansha'],,['J.C.Staff'],Manga,24.0,R,3890.0,1481,94244,10279,Summer,2018.0,10.906795127541276,One Season
13926,36882,Arifureta Shokugyou de Sekai Saikyou,6.52,"['Action', 'Adventure', 'Fantasy', 'Harem']",TV,13.0,Summer 2019,"['AT-X', 'Sony Music Communications', 'Bushiroad', 'Toranoana', 'Hakuhodo DY Music & Pictures', 'Overlap', 'FuRyu', 'Bandai Namco Arts']",['Funimation'],"['Asread', 'White Fox']",Light novel,23.0,PG13,5759.0,383,353554,26657,Summer,2019.0,7.539725190494238,One Season
13928,36884,Hisone to Maso-tan,7.37,"['Comedy', 'Drama', 'Fantasy', 'Military']",TV,12.0,Spring 2018,"['Warner Bros. Japan', 'BS Fuji', 'Hakuhodo DY Music & Pictures']",,['Bones'],Original,24.0,PG13,2023.0,1909,64726,3745,Spring,2018.0,5.785928374996137,One Season
13936,36902,Mahou Shoujo Ore,6.64,"['Comedy', 'Fantasy', 'Magic']",TV,12.0,Spring 2018,"['Genco', 'AT-X', 'KlockWorx', 'My Theater D.D.', 'Crunchyroll SC Anime Fund']",,['Pierrot Plus'],Web manga,23.0,PG13,5198.0,1835,68526,8882,Spring,2018.0,12.961503662843302,One Season
13940,36906,Jashin-chan Dropkick,6.94,"['Comedy', 'Supernatural']",TV,11.0,Summer 2018,"['BS Fuji', 'Strawberry Meets Pictures', 'Hokkaido Cultural Broadcasting', 'Kanetsu Investment', 'BookLive', 'ibis Capital Partners', 'Global Solutions', 'Y&N Brothers']",,['Nomad'],Web manga,23.0,PG13,3848.0,1754,74506,7271,Summer,2018.0,9.75894558827477,One Season
13956,36934,Captain Tsubasa (2018),7.42,"['Action', 'Sports', 'Shounen']",TV,52.0,Spring 2018,"['TV Tokyo', 'Warner Bros. Japan', 'NAZ', 'Shueisha', 'Imagine']",['VIZ Media'],['David Production'],Manga,22.0,G,1817.0,2156,53904,6989,Spring,2018.0,12.965642623924012,Four or more Season
13964,36949,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,8.08,"['Ecchi', 'School', 'Shounen']",TV,12.0,Spring 2018,['Shueisha'],['Sentai Filmworks'],['J.C.Staff'],Manga,24.0,PG13,441.0,259,474921,4006,Spring,2018.0,0.8435087098696414,One Season
13979,36976,Cutie Honey Universe,5.43,"['Action', 'Comedy', 'Magic', 'Romance', 'Sci-Fi', 'Shounen']",TV,12.0,Spring 2018,"['Pony Canyon', 'AT-X', 'Memory-Tech', 'Dynamic Planning', 'Bandai Namco Entertainment', 'Pony Canyon Enterprise']","['Sentai Filmworks', 'Ponycan USA']",['Production Reed'],Manga,23.0,R,9847.0,4065,15730,3196,Spring,2018.0,20.31786395422759,One Season
13994,37007,Hinomaruzumou,7.6,"['Martial Arts', 'Shounen', 'Sports']",TV,24.0,Fall 2018,"['Nihon Ad Systems', 'Pony Canyon', 'Shueisha', 'BS11', 'Jinnan Studio', 'Cygames', 'CA-Cygames Anime Fund']",['Funimation'],['Gonzo'],Manga,23.0,PG13,1268.0,1644,81746,6236,Fall,2018.0,7.6285078168962395,Two Season
14005,37023,Layton Mystery Tanteisha: Katri no Nazotoki File,7.26,"['Mystery', 'Comedy', 'Kids']",TV,50.0,Spring 2018,['Level-5'],,['LIDENFILMS'],Game,23.0,PG,2538.0,4360,13429,1469,Spring,2018.0,10.939012584704743,Four or more Season
14010,37029,Hoozuki no Reitetsu 2nd Season: Sono Ni,7.84,"['Comedy', 'Demons', 'Fantasy', 'Seinen', 'Supernatural']",TV,13.0,Spring 2018,,['Sentai Filmworks'],['Studio Deen'],Manga,23.0,PG13,756.0,3549,21175,301,Spring,2018.0,1.421487603305785,One Season
14014,37036,Binan Koukou Chikyuu Boueibu Happy Kiss!,6.51,"['Comedy', 'Magic', 'Parody', 'School', 'Slice of Life']",TV,12.0,Spring 2018,['Sotsu'],['Ponycan USA'],['Studio Comet'],Original,24.0,PG13,5842.0,4977,9623,838,Spring,2018.0,8.708303024004987,One Season
14040,37086,Kakegurui××,7.33,"['Drama', 'Game', 'Mystery', 'Psychological', 'School', 'Shounen']",TV,12.0,Winter 2019,"['Dentsu', 'Square Enix', 'Mainichi Broadcasting System', 'Movic', 'KlockWorx', 'flying DOG', '81 Produce', 'Avex Pictures']",,['MAPPA'],Manga,24.0,R,2221.0,303,435529,9609,Winter,2019.0,2.2062824748753815,One Season
14055,37105,Grand Blue,8.41,"['Slice of Life', 'Comedy', 'Seinen']",TV,12.0,Summer 2018,"['Mainichi Broadcasting System', 'Kodansha', 'NBCUniversal Entertainment Japan', 'Avex Pictures', 'Q-Tec', 'JR East Marketing & Communications', 'GYAO!']",,['Zero-G'],Manga,24.0,PG13,147.0,317,421403,12853,Summer,2018.0,3.05004947757847,One Season
14060,37117,Bakutsuri Bar Hunter,,"['Adventure', 'Kids']",TV,25.0,Fall 2018,"['TV Tokyo', 'Asatsu DK']",,"['Toei Animation', 'Gallop']",Manga,24.0,PG,13389.0,13053,344,71,Fall,2018.0,20.63953488372093,Two Season
14070,37140,Gegege no Kitarou (2018),7.23,"['Comedy', 'Demons', 'Supernatural', 'Shounen']",TV,97.0,Spring 2018,"['Yomiko Advertising', 'Fuji TV']",,['Toei Animation'],Manga,23.0,G,2632.0,2535,40208,7364,Spring,2018.0,18.314763231197773,Four or more Season
14071,37141,Hataraku Saibou (TV),7.64,"['Comedy', 'Shounen']",TV,13.0,Summer 2018,"['Aniplex', 'Kodansha', 'Magic Capsule']",['Aniplex of America'],['David Production'],Manga,23.0,PG13,1181.0,295,439537,26076,Summer,2018.0,5.932606356233946,One Season
14081,37151,Marvel Future Avengers 2nd Season,6.17,"['Action', 'Super Power', 'Kids']",TV,13.0,Summer 2018,,,['Madhouse'],Other,22.0,PG,7497.0,10726,893,51,Summer,2018.0,5.711086226203808,One Season
14084,37154,Grimms Notes The Animation,5.99,"['Action', 'Adventure', 'Magic', 'Fantasy']",TV,12.0,Winter 2019,"['Square Enix', 'Pony Canyon', 'Avex Pictures']",['Sentai Filmworks'],"[""Brain's Base""]",Game,24.0,PG13,8274.0,2760,34508,6202,Winter,2019.0,17.97264402457401,One Season
14091,37171,Asobi Asobase,8.19,"['Comedy', 'School']",TV,12.0,Summer 2018,"['Hakusensha', 'AT-X', 'Sony Music Communications', 'Kadokawa Media House', 'Kadokawa']",,['Lerche'],Manga,23.0,PG13,322.0,500,280369,10770,Summer,2018.0,3.8413661995441726,One Season
14097,37178,Kiratto Pri☆chan,6.93,"['Music', 'Slice of Life', 'Magic', 'Shoujo']",TV,51.0,Spring 2018,,,"['Tatsunoko Production', 'Dongwoo A&E']",Game,24.0,PG,3900.0,7274,3740,372,Spring,2018.0,9.946524064171124,Four or more Season
14116,37202,Radiant,6.87,"['Action', 'Adventure', 'Fantasy', 'Magic']",TV,21.0,Fall 2018,"['Studio Hibari', 'NHK', 'NHK Enterprises']",['Funimation'],['Lerche'],Other,24.0,PG13,4148.0,1039,143725,17844,Fall,2018.0,12.415376587232563,Two Season
14117,37204,Aikatsu Friends!,7.1,"['Music', 'Slice of Life', 'School', 'Shoujo']",TV,50.0,Spring 2018,"['TV Tokyo', 'Dentsu', 'Echoes']",,['Bandai Namco Pictures'],Game,24.0,PG,3203.0,5177,8663,735,Spring,2018.0,8.484358767170725,Four or more Season
14118,37206,Anima Yell!,6.93,"['Comedy', 'School', 'Sports']",TV,12.0,Fall 2018,['Jinnan Studio'],,['Doga Kobo'],4-koma manga,23.0,PG13,3886.0,2840,32420,2621,Fall,2018.0,8.084515731030228,One Season
14122,37210,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,6.98,"['Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Magic']",TV,12.0,Summer 2018,"['Sotsu', 'Kodansha', 'Half H.P Studio', 'AT-X', 'KlockWorx', 'DIVE II Entertainment', '81 Produce', 'Tokyo MX', 'Avex Pictures', 'Q-Tec', 'Animatic', 'Eswood']",['Funimation'],['Ajia-Do'],Light novel,23.0,PG13,3706.0,307,425943,15531,Summer,2018.0,3.6462625280847436,One Season
14127,37221,Release the Spyce,6.97,"['Action', 'School']",TV,12.0,Fall 2018,"['Mainichi Broadcasting System', 'Pony Canyon', 'Half H.P Studio', 'KlockWorx', 'Good Smile Company', 'Tablier Communications', 'Kadokawa', 'Legs', 'Hawkeye']",['Sentai Filmworks'],['Lay-duce'],Original,24.0,PG13,3730.0,2099,55692,5197,Fall,2018.0,9.33168139050492,One Season
